course_skill,best_esco,score
privilege escalation and evasion,perform escalation procedure,0.56
u.s. securities and exchange commission,securities,0.559
kubernetes security,security threats,0.559
digital transformation in fashion,trends in fashion,0.559
health psychology,school psychology,0.559
growth loops,strive for company growth,0.559
building relationships,build business relationships,0.559
network security,security engineering,0.559
distribution and logistics,manage logistics,0.559
cybersecurity planning,plan,0.559
marketing kpis,execute marketing plan,0.559
automated machine learning,machine learning,0.559
bioinformatics algorithms,algorithms,0.558
analisis data,process data,0.558
resource management,human resource management,0.558
medical software,industrial software,0.557
graph theory,game theory,0.557
machine learning model lifecycle,machine learning,0.557
public health interventions,address public health issues,0.557
data-drive decision making,participatory decision-making,0.557
molecular biology,molecular biology,0.557
cloud-based machine learning,machine learning,0.556
ai strategy,plan marketing strategy,0.556
social media analytics,social media marketing techniques,0.556
fiction writing,writing techniques,0.556
pembersihan data,process data,0.556
science literacy,teach digital literacy,0.555
lean manufacturing,manufacturing processes,0.555
smart contract,implement smart contracts,0.555
ml pipelines and ml operations (mlops),repair pipelines,0.555
random forest,forest conservation,0.555
online education,education law,0.555
a* search algorithm,algorithms,0.554
using qualitative and quantitative data analysis approaches,quantitative analysis,0.554
search algorithm,algorithms,0.554
3d printing,printing techniques,0.554
data breach,process data,0.554
spreadsheet software,use spreadsheets software,0.554
gantt charts,loading charts for transportation of goods,0.554
search engine marketing (sem) strategy,plan marketing strategy,0.554
visual analytics,data analytics,0.554
computer architecture,historic architecture,0.554
financial privacy regulations,maintain privacy,0.554
social media advertising,social media marketing techniques,0.554
security analyst,security threats,0.553
swot analysis,perform data analysis,0.553
software design,CAD software,0.553
binary data,process data,0.553
user experience (ux),manage the customer experience,0.553
social psychology,school psychology,0.553
spring boot,types of spring,0.553
search algorithms,algorithms,0.553
transparency,ensure information transparency,0.553
containers,types of containers,0.553
performance measurement,conduct performance measurement,0.552
statistics,medical statistics,0.552
mathematical optimization,mathematical modelling,0.552
leveraging technology,computer technology,0.552
flight mechanics,mechanics,0.552
database optimization,maintain freelance database,0.552
fluid mechanics,fluid mechanics,0.552
graphs algorithms,algorithms,0.552
use case,legal case management,0.551
architecture diagramming,historic architecture,0.551
r programmin language,body language,0.551
logistic regression,analyse logistic changes,0.551
database architecture,maintain freelance database,0.55
corporate bond,corporate law,0.55
botanical safety,safety engineering,0.55
financial analysis,financial analysis,0.55
engineering management,aerospace engineering,0.55
aplikasi spreadsheet,use spreadsheets software,0.549
business applications,business processes,0.549
alcatel business communications,business communication,0.549
building community,build community relations,0.549
ai transparency,ensure information transparency,0.549
microsoft azure,use microsoft office,0.549
competitor pricing models,prepare cost-plus pricing models,0.549
technical literacy,teach digital literacy,0.549
aws glue,remove excess glue,0.549
api testing,use testing equipment,0.548
choose social media platforms and tools,social media marketing techniques,0.548
decentralized applications,analyse decentralised applications,0.548
active learning,use learning strategies,0.548
agregasi data,process data,0.548
open source,manage open publications,0.548
digital channel planning,channel marketing,0.548
chinese language,Chinese,0.548
terrorism studies,identify terrorism threats,0.547
algorithms on strings,algorithms,0.547
search engine ad ranking,conduct search engine optimisation,0.547
address mechanics,mechanics,0.547
media literacy,teach digital literacy,0.547
pengumpulan data,process data,0.547
